,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
226,McMinn County,The capital of [X] is [Y] .,Athens,"McMinn County comprises the [MASK] Micropolitan Statistical Area, which is also included in the Chattanooga-Cleveland-Dalton, TN-GA-AL Combined Statistical Area.","McMinn County comprises the Athens Micropolitan Statistical Area, which is also included in the Chattanooga-Cleveland-Dalton, TN-GA-AL Combined Statistical Area.","['mcminn county includes the athens micropolitan statistical area which is also part of the combined tn-ga-al chattanooga-cleveland-dalton', 'mcminn county comprises the athens micropolitan statistical area which is also included in the combined statistical area chattanooga-cleveland-dalton', 'mcminn county includes the athens micropolitan statistical area which is also in the chattanooga-cleveland-dalton tn-ga-al combined statistical area']",mcminn county includes the Athens micropolitan statistical area which is also part of the combined tn-ga-al chattanooga-[MASK]-dalton,mcminn county comprises the Athens micropolitan statistical area which is also included in the combined statistical area chattanooga-[MASK]-dalton,mcminn county includes the Athens micropolitan statistical area which is also in the chattanooga-[MASK]-dalton tn-ga-al combined statistical area
227,Poinsett County,The capital of [X] is [Y] .,Harrisburg,"The Harrisburg Commercial Historic District encompasses the historic civic and commercial heart of [MASK], the county seat of Poinsett County, located in the far northeastern part of the state.","The Harrisburg Commercial Historic District encompasses the historic civic and commercial heart of Harrisburg, the county seat of Poinsett County, located in the far northeastern part of the state.","['the harrisburg commercial historic district includes the historic civic and commercial heart of harrisburg the county seat of poinsett county in the northeastern part of the state', 'the harrisburg commercial historic district encompasses the historic civic and commercial heart of harrisburg the county seat of poinsett county in the far northeastern part of the state', 'the harrisburg commercial historic district encompasses the historic civic and commercial heart of harrisburg the county seat of poinsett county located in the far northeastern part of the state']",the Harrisburg commercial historic district includes the historic civic and commercial heart of [MASK] the county seat of poinsett county in the northeastern part of the state,the Harrisburg commercial historic district encompasses the historic civic and commercial heart of [MASK] the county seat of poinsett county in the far northeastern part of the state,the Harrisburg commercial historic district encompasses the historic civic and commercial heart of [MASK] the county seat of poinsett county located in the far northeastern part of the state
228,Banks County,The capital of [X] is [Y] .,Homer,The Old Banks County Courthouse is located in [MASK] and listed on the National Register of Historic Places.,The Old Banks County Courthouse is located in Homer and listed on the National Register of Historic Places.,"['the old banks county courthouse is in homer and listed on the national register of historic places', 'the old banks county courthouse is located in homer and is listed on the national register of historic places']",the old banks county courthouse is in [MASK] and listed on the national register of historic places,the old banks county courthouse is located in [MASK] and is listed on the national register of historic places,
229,Ireland,The capital of [X] is [Y] .,Dublin,"It is named after the city of [MASK], which is the regional capital and the capital city of Ireland.","It is named after the city of Dublin, which is the regional capital and the capital city of Ireland.",['it is named after the city of dublin which is the regional capital and capital of ireland'],it is named after the city of [MASK] which is the regional capital and capital of ireland,,
231,Vilnius Voivodeship,The capital of [X] is [Y] .,Vilnius,"Michał Kazimierz Pac (1624–1682) was a Grand Hetman of Lithuania and Voivode of [MASK], Krzysztof Zygmunt Pac (1621–1684), Grand Chancellor of Lithuania, Mikołaj Stefan Pac (?-1684), voivode of Trakai and bishop of Vilnius, and Kazmierz Pac (?-1695), bishop of Samogitia.","Michał Kazimierz Pac (1624–1682) was a Grand Hetman of Lithuania and Voivode of Vilnius, Krzysztof Zygmunt Pac (1621–1684), Grand Chancellor of Lithuania, Mikołaj Stefan Pac (?-1684), voivode of Trakai and bishop of Vilnius, and Kazmierz Pac (?-1695), bishop of Samogitia.","['Michał Kazimierz Pac (1624–1682) was a Grand Hetman of Lithuania and Voivode of Vilnius, Krzysztof Zygmunt Pac (1621–1684), Grand Chancellor of Lithuania, Mikołaj Stefan Pac (?-1684), voivode of Trakai and bishop of Vilnius, and Kazmierz Pac (?-1695), bishop of Samogitia.']","Michał Kazimierz Pac (1624–1682) was a Grand Hetman of Lithuania and Voivode of Vilnius, Krzysztof Zygmunt Pac (1621–1684), Grand Chancellor of Lithuania, Mikołaj Stefan Pac (?-1684), voivode of Trakai and bishop of Vilnius, and Kazmierz Pac (?-1695), bishop of Samogitia.",,
232,Barren County,The capital of [X] is [Y] .,Glasgow,"Glasgow Independent Schools is a public school district in Barren County, Kentucky, USA, based in [MASK].","Glasgow Independent Schools is a public school district in Barren County, Kentucky, USA, based in Glasgow.","['Glasgow Independent Schools is a public school district in Barren County, Kentucky, USA, based in Glasgow.']","Glasgow Independent Schools is a public school district in Barren County, Kentucky, USA, based in Glasgow.",,
233,Kingdom of Essex,The capital of [X] is [Y] .,London,"Mellitus was exiled from [MASK] by the pagan successors to his patron, King Sæberht of Essex, following the latter's death around 616.","Mellitus was exiled from London by the pagan successors to his patron, King Sæberht of Essex, following the latter's death around 616.","[""following the latter's death around 616 mellitus was exiled from london by the pagan successors of his patron king sberht of essex"", 'mellitus was exiled from london by the pagan successors of his patron king sberht of essex around 616']",following the latter's death around 616 mellitus was exiled from [MASK] by the pagan successors of his patron king sberht of essex,mellitus was exiled from [MASK] by the pagan successors of his patron king sberht of essex around 616,
234,Gage County,The capital of [X] is [Y] .,Beatrice,"Gage County comprises the [MASK] Micropolitan Statistical Area, which is also included in the Lincoln-Beatrice, NE Combined Statistical Area.","Gage County comprises the Beatrice Micropolitan Statistical Area, which is also included in the Lincoln-Beatrice, NE Combined Statistical Area.","['gage county encompasses the micropolitan beatrice statistical area that is also included in the combined statistical area of lincoln and beatrice in', 'gage county comprises the beatrice micropolitan statistical area which is also included in lincoln-beatrice ne combined statistical area', 'gage county comprises the beatrice micropolitan statistical area which is also included in the lincoln-beatrice combined statistical area']",gage county encompasses the micropolitan Beatrice statistical area that is also included in the combined statistical area of [MASK] and beatrice in,gage county comprises the Beatrice micropolitan statistical area which is also included in [MASK]-beatrice ne combined statistical area,gage county comprises the Beatrice micropolitan statistical area which is also included in the [MASK]-beatrice combined statistical area
235,Baku Governorate,The capital of [X] is [Y] .,Baku,"[MASK] is the capital of Azerbaijan Republic, which was also the capital of Shirvan (during the reigns of Akhsitan I and Khalilullah I), Baku khanate, Azerbaijan Democratic Republic and Azerbaijan SSR and the administrative center of Russian Baku governorate.","Baku is the capital of Azerbaijan Republic, which was also the capital of Shirvan (during the reigns of Akhsitan I and Khalilullah I), Baku khanate, Azerbaijan Democratic Republic and Azerbaijan SSR and the administrative center of Russian Baku governorate.","['Baku is the capital of Azerbaijan Republic, which was also the capital of Shirvan (during the reigns of Akhsitan I and Khalilullah I), Baku khanate, Azerbaijan Democratic Republic and Azerbaijan SSR and the administrative center of Russian Baku governorate.']","Baku is the capital of Azerbaijan Republic, which was also the capital of Shirvan (during the reigns of Akhsitan I and Khalilullah I), Baku khanate, Azerbaijan Democratic Republic and Azerbaijan SSR and the administrative [MASK] of Russian Baku governorate.",,
236,Uruguay,The capital of [X] is [Y] .,Montevideo,"The Montevideo Convention on the Rights and Duties of States is a treaty signed at [MASK], Uruguay, on December 26, 1933, during the Seventh International Conference of American States.","The Montevideo Convention on the Rights and Duties of States is a treaty signed at Montevideo, Uruguay, on December 26, 1933, during the Seventh International Conference of American States.","['the montevideo convention on the rights and duties of states is a treaty signed on 26 december 1933 in montevideo uruguay during the seventh international conference of american states', 'the montevideo convention on the rights and duties of states is a treaty signed on 26 december 1933 at montevideo uruguay during the seventh international conference of american states']",the Montevideo convention on the rights and duties of states is a treaty signed on 26 december 1933 in [MASK] uruguay during the seventh international conference of american states,the Montevideo convention on the rights and duties of states is a treaty signed on 26 december 1933 at [MASK] uruguay during the seventh international conference of american states,
