,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
276,Benelux,The official language of [X] is [Y] .,French,"The Benelux Union (Dutch: Benelux Unie; [MASK]: Union Benelux) is a politico-economic union of three neighbouring states in central-western Europe: Belgium, the Netherlands, and Luxembourg.","The Benelux Union (Dutch: Benelux Unie; French: Union Benelux) is a politico-economic union of three neighbouring states in central-western Europe: Belgium, the Netherlands, and Luxembourg.","['the benelux union dutch benelux unie union benelux is a politico-economic union of three neighbouring countries in central-west europe belgium the netherlands and luxembourg', 'the benelux union dutch benelux unie union is a politico-economic union of three neighbouring states in central-western europe belgium the netherlands and luxembourg']",the benelux union [MASK] benelux unie union benelux is a politico-economic union of three neighbouring countries in central-west europe belgium the netherlands and luxembourg,the benelux union [MASK] benelux unie union is a politico-economic union of three neighbouring states in central-western europe belgium the netherlands and luxembourg,
277,Menorca,The official language of [X] is [Y] .,Catalan,"The collective name of the Gymnesians ([MASK]: Illes Gimnèsies [ʒimˈnɛziəs], Spanish: Gimnesias) [ximˈne̞siäs], or Gymnesic Islands (Catalan: Illes Gimnèsiques), distinguishes the two largest (and easternmost) Balearic islands (Majorca and Minorca), from the Pityuses (Catalan: Illes Pitiüses; Spanish: Pitiusas), or Pine Islands (Ibiza and Formentera).","The collective name of the Gymnesians (Catalan: Illes Gimnèsies [ʒimˈnɛziəs], Spanish: Gimnesias) [ximˈne̞siäs], or Gymnesic Islands (Catalan: Illes Gimnèsiques), distinguishes the two largest (and easternmost) Balearic islands (Majorca and Minorca), from the Pityuses (Catalan: Illes Pitiüses; Spanish: Pitiusas), or Pine Islands (Ibiza and Formentera).","['The collective name of the Gymnesians (Catalan: Illes Gimnèsies [ʒimˈnɛziəs], Spanish: Gimnesias) [ximˈne̞siäs], or Gymnesic Islands (Catalan: Illes Gimnèsiques), distinguishes the two largest (and easternmost) Balearic islands (Majorca and Minorca), from the Pityuses (Catalan: Illes Pitiüses; Spanish: Pitiusas), or Pine Islands (Ibiza and Formentera).']","The collective name of the Gymnesians (Catalan: Illes Gimnèsies [ʒimˈnɛziəs], Spanish: Gimnesias) [ximˈne̞siäs], or Gymnesic Islands (Catalan: Illes Gimnèsiques), distinguishes the two largest (and easternmost) Balearic islands (Majorca and Minorca), from the Pityuses (Catalan: Illes Pitiüses; Spanish: Pitiusas), or Pine Islands (Ibiza and Formentera).",,
278,United Nations,The official language of [X] is [Y] .,Spanish,"Claude Piron (26 February 1931 – 22 January 2008) was a psychologist and a translator for the United Nations (from Chinese, English, Russian and [MASK] into French) from 1956 to 1961.","Claude Piron (26 February 1931 – 22 January 2008) was a psychologist and a translator for the United Nations (from Chinese, English, Russian and Spanish into French) from 1956 to 1961.",,,,
279,Saba,The official language of [X] is [Y] .,Dutch,"Territory included the islands of Aruba until 1986 and Curaçao, Bonaire, Saba, Sint Eustatius, Sint Maarten (which is the [MASK] part of the island of Saint Martin) until 2010 when the Netherlands Antilles was dissolved.","Territory included the islands of Aruba until 1986 and Curaçao, Bonaire, Saba, Sint Eustatius, Sint Maarten (which is the Dutch part of the island of Saint Martin) until 2010 when the Netherlands Antilles was dissolved.","['Territory included the islands of Aruba until 1986 and Curaçao, Bonaire, Saba, Sint Eustatius, Sint Maarten (which is the Dutch part of the island of Saint Martin) until 2010 when the Netherlands Antilles was dissolved.']","Territory included the islands of Aruba until 1986 and Curaçao, Bonaire, Saba, Sint Eustatius, Sint Maarten (which is the Dutch part of the island of Saint Martin) until 2010 when the Netherlands Antilles was dissolved.",,
280,Qing dynasty,The official language of [X] is [Y] .,Tibetan,"Dagzê ([MASK]: སྟག་རྩེ་, Chinese: 德慶鎮, Chinese: 德庆镇), is a town in the Dagzê County, Tibet Autonomous Region of China, near Ganden Monastery, about 40 kilometres (25 mi) east of Lhasa.","Dagzê (Tibetan: སྟག་རྩེ་, Chinese: 德慶鎮, Chinese: 德庆镇), is a town in the Dagzê County, Tibet Autonomous Region of China, near Ganden Monastery, about 40 kilometres (25 mi) east of Lhasa.","['Dagzê (Tibetan: སྟག་རྩེ་, Chinese: 德慶鎮, Chinese: 德庆镇), is a town in the Dagzê County, Tibet Autonomous Region of China, near Ganden Monastery, about 40 kilometres (25 mi) east of Lhasa.']","Dagzê (Tibetan: སྟག་རྩེ་, Chinese: 德慶鎮, Chinese: 德庆镇), is a town in the Dagzê County, Tibet Autonomous Region of China, near Ganden Monastery, about 40 kilometres (25 mi) east of Lhasa.",,
281,Juva,The official language of [X] is [Y] .,Finnish,Juva is a [MASK] surname that may refer to:,Juva is a Finnish surname that may refer to:,['Juva is a Finnish surname that may refer to:'],Juva is a Finnish surname that may refer to:,,
282,Luhansk Oblast,The official language of [X] is [Y] .,Ukrainian,"The flag of Luhansk Oblast, Ukraine is the official flag of the [MASK] province of Luhansk.","The flag of Luhansk Oblast, Ukraine is the official flag of the Ukrainian province of Luhansk.","['the flag of the luhansk oblast ukraine is the official flag of the ukrainian province of luhansk', 'the flag of luhansk oblast ukraine is the official flag of the ukrainian province of luhansk']",the flag of the luhansk oblast ukraine is the official flag of the [MASK] province of luhansk,the flag of luhansk oblast ukraine is the official flag of the [MASK] province of luhansk,
283,Vaasa,The official language of [X] is [Y] .,Swedish,"Vaasan ammattikorkeakoulu VAMK, University of Applied Sciences (Finnish: Vaasan ammattikorkeakoulu, Vamk, [MASK]: Vasa yrkeshögskola) is an international higher education institution educating Bachelors of Business Administration, Engineering, Hospitality Management and Social Services as well as Registered Nurses and Public Health Nurses in Finnish, Swedish and English for the demanding needs of the working life.","Vaasan ammattikorkeakoulu VAMK, University of Applied Sciences (Finnish: Vaasan ammattikorkeakoulu, Vamk, Swedish: Vasa yrkeshögskola) is an international higher education institution educating Bachelors of Business Administration, Engineering, Hospitality Management and Social Services as well as Registered Nurses and Public Health Nurses in Finnish, Swedish and English for the demanding needs of the working life.","['Vaasan ammattikorkeakoulu VAMK, University of Applied Sciences (Finnish: Vaasan ammattikorkeakoulu, Vamk, Swedish: Vasa yrkeshögskola) is an international higher education institution educating Bachelors of Business Administration, Engineering, Hospitality Management and Social Services as well as Registered Nurses and Public Health Nurses in Finnish, Swedish and English for the demanding needs of the working life.']","Vaasan ammattikorkeakoulu VAMK, University of Applied Sciences (Finnish: Vaasan ammattikorkeakoulu, Vamk, Swedish: Vasa yrkeshögskola) is an international higher education institution educating Bachelors of Business Administration, Engineering, Hospitality Management and Social Services as well as Registered Nurses and Public Health Nurses in Finnish, Swedish and English for the demanding needs of the working life.",,
284,Sakha Republic,The official language of [X] is [Y] .,Russian,"Pokrovsk ([MASK]: Покро́вск; Yakut: Покровскай, Pokrovskay) is a town and the administrative center of Khangalassky District of the Sakha Republic, Russia, located on the left bank of the Lena River, 78 kilometers (48 mi) southwest of Yakutsk, the capital of the republic.","Pokrovsk (Russian: Покро́вск; Yakut: Покровскай, Pokrovskay) is a town and the administrative center of Khangalassky District of the Sakha Republic, Russia, located on the left bank of the Lena River, 78 kilometers (48 mi) southwest of Yakutsk, the capital of the republic.","['Pokrovsk (Russian: Покро́вск; Yakut: Покровскай, Pokrovskay) is a town and the administrative center of Khangalassky District of the Sakha Republic, Russia, located on the left bank of the Lena River, 78 kilometers (48 mi) southwest of Yakutsk, the capital of the republic.']","Pokrovsk (Russian: Покро́вск; Yakut: Покровскай, Pokrovskay) is a town and the administrative center of Khangalassky District of the Sakha Republic, Russia, located on the left bank of the Lena River, 78 kilometers (48 mi) southwest of Yakutsk, the capital of the republic.",,
285,Delhi,The official language of [X] is [Y] .,Hindi,Navbharat Times (NBT) is one of the largest circulated as well as largest read [MASK] newspaper of Delhi and Mumbai and Lucknow.,Navbharat Times (NBT) is one of the largest circulated as well as largest read Hindi newspaper of Delhi and Mumbai and Lucknow.,['Navbharat Times (NBT) is one of the largest circulated as well as largest read Hindi newspaper of Delhi and Mumbai and Lucknow.'],Navbharat Times (NBT) is one of the largest circulated as well as largest read Hindi newspaper of Delhi and Mumbai and Lucknow.,,
286,European Union,The official language of [X] is [Y] .,Polish,Below is list of [MASK] exonyms for places in non-Polish-speaking areas of Europe :,Below is list of Polish exonyms for places in non-Polish-speaking areas of Europe :,"['below is a list of polish exonyms for places in non-polish-speaking areas of europe ', 'below is list of polish exonyms for places in non-polish speaking areas of europe ']",below is a list of Polish exonyms for places in non-[MASK]-speaking areas of europe ,below is list of Polish exonyms for places in non-[MASK] speaking areas of europe ,
287,United States Virgin Islands,The official language of [X] is [Y] .,English,"This is an [MASK] bibliography of United States Virgin Islands and its geography, history, inhabitants, culture, biota, etc.","This is an English bibliography of United States Virgin Islands and its geography, history, inhabitants, culture, biota, etc.","['This is an English bibliography of United States Virgin Islands and its geography, history, inhabitants, culture, biota, etc.']","This is an English bibliography of United States Virgin Islands and its geography, history, inhabitants, culture, biota, etc.",,
288,Jokkmokk Municipality,The official language of [X] is [Y] .,Swedish,"The museum is owned and managed by a foundation, which was established in 1983 by the Swedish Government, the Norrbotten Region, the Jokkmokk Municipality and the two national Sami organizations Svenska Samernas Riksförbund (National Union of [MASK] Sami people) and Same Ätnam (Sami land).","The museum is owned and managed by a foundation, which was established in 1983 by the Swedish Government, the Norrbotten Region, the Jokkmokk Municipality and the two national Sami organizations Svenska Samernas Riksförbund (National Union of Swedish Sami people) and Same Ätnam (Sami land).","['The museum is owned and managed by a foundation, which was established in 1983 by the Swedish Government, the Norrbotten Region, the Jokkmokk Municipality and the two national Sami organizations Svenska Samernas Riksförbund (National Union of Swedish Sami people) and Same Ätnam (Sami land).']","The museum is owned and managed by a foundation, which was established in 1983 by the Swedish Government, the Norrbotten Region, the Jokkmokk Municipality and the two national Sami organizations Svenska Samernas Riksförbund (National Union of Swedish Sami people) and Same Ätnam (Sami land).",,
289,Dominican Republic,The official language of [X] is [Y] .,Spanish,"Colombia (/kəˈlʌmbiə/ kə-LUM-biə or /kəˈlɒmbiə/ kə-LOM-biə; [koˈlombja]), officially the Republic of Colombia ([MASK]: About this sound República de Colombia ), is a country situated in the northwest of South America, bordered to the northwest by Panama; to the east by Venezuela and Brazil; to the south by Ecuador and Peru; and it shares maritime limits with Costa Rica, Nicaragua, Honduras, Jamaica, Dominican Republic and Haiti.","Colombia (/kəˈlʌmbiə/ kə-LUM-biə or /kəˈlɒmbiə/ kə-LOM-biə; [koˈlombja]), officially the Republic of Colombia (Spanish: About this sound República de Colombia ), is a country situated in the northwest of South America, bordered to the northwest by Panama; to the east by Venezuela and Brazil; to the south by Ecuador and Peru; and it shares maritime limits with Costa Rica, Nicaragua, Honduras, Jamaica, Dominican Republic and Haiti.","['Colombia (/kəˈlʌmbiə/ kə-LUM-biə or /kəˈlɒmbiə/ kə-LOM-biə; [koˈlombja]), officially the Republic of Colombia (Spanish: About this sound República de Colombia ), is a country situated in the northwest of South America, bordered to the northwest by Panama; to the east by Venezuela and Brazil; to the south by Ecuador and Peru; and it shares maritime limits with Costa Rica, Nicaragua, Honduras, Jamaica, Dominican Republic and Haiti.']","Colombia (/kəˈlʌmbiə/ kə-LUM-biə or /kəˈlɒmbiə/ kə-LOM-biə; [koˈlombja]), officially the Republic of Colombia (Spanish: About this sound República de Colombia ), is a country situated in the northwest of South America, bordered to the northwest by Panama; to the east by Venezuela and Brazil; to the south by Ecuador and Peru; and it shares maritime limits with Costa Rica, Nicaragua, Honduras, Jamaica, Dominican Republic and Haiti.",,
