obj_label,masked_sentence,masked_sentence_roberta
1883,"Ray Van Orman, D.V.M., (c. [MASK] -- May 24, 1954) was an American veterinarian and college football and lacrosse coach .","Ray Van Orman, D.V.M., (c. <mask> -- May 24, 1954) was an American veterinarian and college football and lacrosse coach ."
1955,"Koji Sawai was born on September 14, [MASK], in Tokyo Japan .","Koji Sawai was born on September 14, <mask>, in Tokyo Japan ."
1934,"Anatol Ciobanu was born on May 14, [MASK], in Ruseni .","Anatol Ciobanu was born on May 14, <mask>, in Ruseni ."
1921,"Leonid Mikhailovich Steele (born [MASK]) is one of the leading artists of the Russian Realist School - the Soviet period in Russian Art known as ``socialist realism'' or ``socrealizm.'' A member of the USSR Union of Artists since 1958, he is known for his large multi-figure works, as well as figure, genre and landscape works - especially his portrayals of peasant life in the Ukraine and nature scenes of the Moscow region .","Leonid Mikhailovich Steele (born <mask>) is one of the leading artists of the Russian Realist School - the Soviet period in Russian Art known as ``socialist realism'' or ``socrealizm.'' A member of the USSR Union of Artists since 1958, he is known for his large multi-figure works, as well as figure, genre and landscape works - especially his portrayals of peasant life in the Ukraine and nature scenes of the Moscow region ."
1984,Omkar Singh () (born 8 August [MASK]) is an Indian sports shooter .,Omkar Singh () (born 8 August <mask>) is an Indian sports shooter .
1979,"Vanessa Grout (March 16, [MASK]) is the CEO of South Florida real estate brokerage Douglas Elliman Florida .","Vanessa Grout (March 16, <mask>) is the CEO of South Florida real estate brokerage Douglas Elliman Florida ."
1949,"Aníbal Marrero was born on October 3, [MASK], in Bayamón, Puerto Rico to Víctor Marrero and Jacinta Pérez .","Aníbal Marrero was born on October 3, <mask>, in Bayamón, Puerto Rico to Víctor Marrero and Jacinta Pérez ."
1965,"He was born in Kavala, Macedonia in [MASK] .","He was born in Kavala, Macedonia in <mask> ."
1991,"Moritz Kuhn (born August 1, [MASK]) is a German footballer .","Moritz Kuhn (born August 1, <mask>) is a German footballer ."
1891,"Lloyd Emerson Roulet (September 15, [MASK] - February 6, 1985), born in Toledo, Ohio was the Republican mayor of Toledo from 1943-47 and 1952-53 .","Lloyd Emerson Roulet (September 15, <mask> - February 6, 1985), born in Toledo, Ohio was the Republican mayor of Toledo from 1943-47 and 1952-53 ."
1991,"Haidar Raad () (born [MASK] in Baghdad, Iraq) is an Iraqi football goalkeeper who currently plays for Al-Karkh SC in Iraq and the Iraq Youth national team .","Haidar Raad () (born <mask> in Baghdad, Iraq) is an Iraqi football goalkeeper who currently plays for Al-Karkh SC in Iraq and the Iraq Youth national team ."
1975,"She was born Vanessa Dunya Mock in Marly-la-Ville in the Val d'Oise department of France, near Paris in [MASK] .","She was born Vanessa Dunya Mock in Marly-la-Ville in the Val d'Oise department of France, near Paris in <mask> ."
1920,"Willie James was born in Vidalia, Louisiana in [MASK] .","Willie James was born in Vidalia, Louisiana in <mask> ."
1930,"Robert G Jahn (born April 1, [MASK]) is a retired American scientist and electrical engineer .","Robert G Jahn (born April 1, <mask>) is a retired American scientist and electrical engineer ."
1971,"Holly Palmer (born c.[MASK]) is an American singer-songwriter based in Los Angeles, California .","Holly Palmer (born c.<mask>) is an American singer-songwriter based in Los Angeles, California ."
1967,"Ken Rich (born [MASK] in Seattle, Washington) is an American producer/engineer/ composer and musician .","Ken Rich (born <mask> in Seattle, Washington) is an American producer/engineer/ composer and musician ."
1818,"Jacob B Warlow (c. [MASK] -- August 27, 1890) was an American law enforcement officer, detective and police captain in the New York Police Department .","Jacob B Warlow (c. <mask> -- August 27, 1890) was an American law enforcement officer, detective and police captain in the New York Police Department ."
1986,"Shoxrux was born on January 31, [MASK] in Tashkent, Uzbekistan to O'ktam Shodmonov and Shohida Shodmonova .","Shoxrux was born on January 31, <mask> in Tashkent, Uzbekistan to O'ktam Shodmonov and Shohida Shodmonova ."
1836,Orff was born in Bangor in [MASK] .,Orff was born in Bangor in <mask> .
1817,He was born at Mainz on 2 January [MASK] .,He was born at Mainz on 2 January <mask> .
1971,"Bojan Vuletić (born June 11, [MASK] in Belgrade) is a composer, musician and producer .","Bojan Vuletić (born June 11, <mask> in Belgrade) is a composer, musician and producer ."
1941,Chopra was born on 24 December [MASK] in Lahore .,Chopra was born on 24 December <mask> in Lahore .
1959,"Boebinger was born June 29, [MASK] in Indianapolis, Indiana, one of four sons of a minister and an elementary-school teacher .","Boebinger was born June 29, <mask> in Indianapolis, Indiana, one of four sons of a minister and an elementary-school teacher ."
1868,"Bird was born on October 27, [MASK] in Jefferson, Wisconsin .","Bird was born on October 27, <mask> in Jefferson, Wisconsin ."
1929,"Born in the United States of America in [MASK], Brill attended West Side High School in Newark, New Jersey, before going on to study for his BS degree at Upsala College, also New Jersey (Brill 1993a, Brill 2006, Getty Conservation Institute 2009) .","Born in the United States of America in <mask>, Brill attended West Side High School in Newark, New Jersey, before going on to study for his BS degree at Upsala College, also New Jersey (Brill 1993a, Brill 2006, Getty Conservation Institute 2009) ."
1949,François Mignard (born [MASK]) is Director of CERGA (Centre de recherches en géodynamique et astrométrie) of the Observatoire de la Côte d'Azur .,François Mignard (born <mask>) is Director of CERGA (Centre de recherches en géodynamique et astrométrie) of the Observatoire de la Côte d'Azur .
1969,Alex Dillard (born c [MASK]) is a former professional basketball player and a member of the University of Arkansas Razorbacks 1994 NCAA champion men's basketball team .,Alex Dillard (born c <mask>) is a former professional basketball player and a member of the University of Arkansas Razorbacks 1994 NCAA champion men's basketball team .
1942,"Michael Laski (born circa [MASK]) was the founder of the Communist Party USA (Marxist-Leninist), a splinter group of the Communist Party USA .","Michael Laski (born circa <mask>) was the founder of the Communist Party USA (Marxist-Leninist), a splinter group of the Communist Party USA ."
1974,"Daniel was born on 15 August [MASK] to Daniel Samper Pizano and Cecilia Ospina Cuéllar, the third child and only son; his older sisters are Juanita, and María Angélica .","Daniel was born on 15 August <mask> to Daniel Samper Pizano and Cecilia Ospina Cuéllar, the third child and only son; his older sisters are Juanita, and María Angélica ."
1936,He was born in [MASK] .,He was born in <mask> .
1968,André Erkau (born [MASK] in Dortmund) is a German Film director and Screenplay writer .,André Erkau (born <mask> in Dortmund) is a German Film director and Screenplay writer .
1873,"Coe was born on January 23, [MASK], in Le Mars, Iowa, to Nathaniel Fenton Coe of Jamestown, New York, and Emma Stinton Coe of England .","Coe was born on January 23, <mask>, in Le Mars, Iowa, to Nathaniel Fenton Coe of Jamestown, New York, and Emma Stinton Coe of England ."
1956,"Terence Hawkins was born in [MASK] in Uniontown, Pennsylvania, where many of his family were coal miners .","Terence Hawkins was born in <mask> in Uniontown, Pennsylvania, where many of his family were coal miners ."
1950,"Paul Harris, born in [MASK] in Melbourne, Australia and educated at Assumption College, Kilmore is a film critic, who appears on radio stations 3RRR and 3AW .","Paul Harris, born in <mask> in Melbourne, Australia and educated at Assumption College, Kilmore is a film critic, who appears on radio stations 3RRR and 3AW ."
1989,"Dmitry Yuryevich Belyayev (; born June 30, [MASK]) is a Russian professional association football player currently playing for FC Slavyansky Slavyansk-na-Kubani .","Dmitry Yuryevich Belyayev (; born June 30, <mask>) is a Russian professional association football player currently playing for FC Slavyansky Slavyansk-na-Kubani ."
1979,"Jimmie Kersmo, born December 27, [MASK], is a successful Swedish fashion and photo model who has worked in a large number of international locations since his career took off in the early 2000s .","Jimmie Kersmo, born December 27, <mask>, is a successful Swedish fashion and photo model who has worked in a large number of international locations since his career took off in the early 2000s ."
1950,"Kryeziu was born in [MASK] in Yugoslavia, and is a successor of an aristocratic Albanian family, with a political dimension from the epoch of the Ottoman Empire .","Kryeziu was born in <mask> in Yugoslavia, and is a successor of an aristocratic Albanian family, with a political dimension from the epoch of the Ottoman Empire ."
1976,"Jomari Yllana (born Jose Maria Garchitorena Yllana on August 16, [MASK] in Manila, Philippines) is a Filipino actor, model, concert producer and promoter .","Jomari Yllana (born Jose Maria Garchitorena Yllana on August 16, <mask> in Manila, Philippines) is a Filipino actor, model, concert producer and promoter ."
1745,"John Patton (Colonel) was born [MASK] in Sligo, Ireland .","John Patton (Colonel) was born <mask> in Sligo, Ireland ."
1947,"King was born January 3, [MASK] in Cocoa Beach, Florida on what was then Banana River Naval Station and today is Cape Canaveral .","King was born January 3, <mask> in Cocoa Beach, Florida on what was then Banana River Naval Station and today is Cape Canaveral ."
1812,"Thomas Jackson, born 1 September [MASK], was the son of a Wesleyan clergyman .","Thomas Jackson, born 1 September <mask>, was the son of a Wesleyan clergyman ."
1947,"Martha McClintock (born on February 22, [MASK]) is an American psychologist best known for her research on human pheromones and her theory of menstrual synchrony .","Martha McClintock (born on February 22, <mask>) is an American psychologist best known for her research on human pheromones and her theory of menstrual synchrony ."
1993,"Dennis Agyare Antwi (born 12 January [MASK] in Accra, Ghana), simply known as Denny Antwi, is a Ghanaian footballer who currently plays as a Striker for the Malaysian football club, Kelantan FA in the Malaysia Super League .","Dennis Agyare Antwi (born 12 January <mask> in Accra, Ghana), simply known as Denny Antwi, is a Ghanaian footballer who currently plays as a Striker for the Malaysian football club, Kelantan FA in the Malaysia Super League ."
1881,"Thomas Quinlan, (10 March [MASK], Bury -- 20 November 1951, Holborn) was a musical impresario, best known for founding the Quinlan Opera Company .","Thomas Quinlan, (10 March <mask>, Bury -- 20 November 1951, Holborn) was a musical impresario, best known for founding the Quinlan Opera Company ."
1966,Sandro Resegotti (born 25 January [MASK]) is an Italian fencer .,Sandro Resegotti (born 25 January <mask>) is an Italian fencer .
1980,"Dima and Lama Hattab (born December 31, [MASK]) are twin sisters from Jordan best known for being the first female ultramarathon runners in the Middle East to take part in the famous endurance race Marathon des Sables .","Dima and Lama Hattab (born December 31, <mask>) are twin sisters from Jordan best known for being the first female ultramarathon runners in the Middle East to take part in the famous endurance race Marathon des Sables ."
1895,"Pierre Dangeard was born on 18 February [MASK] in Poitiers, France .","Pierre Dangeard was born on 18 February <mask> in Poitiers, France ."
1942,"Paul G Kaminski (born September 16, [MASK]) is a technologist and former US government official, best known for his leading role in the development of stealth aircraft .","Paul G Kaminski (born September 16, <mask>) is a technologist and former US government official, best known for his leading role in the development of stealth aircraft ."
